WORD	POS	CHUNK	LI	CLASS	FOCUS
Destination	NNP	I-NP	I-IM_MovTitle	I-cinema	O
5	CD	I-NP	I-IM_MovTitle	I-cinema	O
in	IN	B-PP	O	I-cinema	O
Philadelphia	NNP	B-NP	B-IM_LocCity	I-cinema	O
?	.	O	O	I-cinema	O

What	WP	B-NP	O	B-hotel	O
's	VBZ	B-VP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
good	JJ	I-NP	O	I-hotel	O
place	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	I-IH	I-hotel	O
sleep	VB	I-VP	I-IH	I-hotel	O
in	IN	B-PP	O	I-hotel	O
LA	NNP	B-NP	B-IM_LocCity	I-hotel	O
?	.	O	O	I-hotel	O

Where	WRB	B-ADVP	O	B-poi	O
is	VBZ	B-VP	O	I-poi	O
a	DT	B-NP	O	I-poi	O
good	JJ	I-NP	O	I-poi	O
place	NN	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
visit	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
Washington	NNP	B-NP	B-IM_LocCity	I-poi	O
0	0	O	O	I-poi	O
D.C.	NNP	B-NP	B-IM_LocRegion	I-poi	O
?	.	O	O	I-poi	O

i	PRP	B-NP	O	B-food	O
'm	VBP	B-VP	O	I-food	O
searching	VBG	I-VP	O	I-food	O
a	DT	B-NP	O	I-food	O
good	JJ	I-NP	O	I-food	O
Korean	JJ	I-NP	B-IM_type	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Atlanta	NNP	B-NP	B-IM_LocCity	I-food	O
.	.	O	O	I-food	O

What	WP	B-NP	O	B-fun	O
are	VBP	B-VP	O	I-fun	O
some	DT	B-NP	O	I-fun	O
good	JJ	I-NP	O	I-fun	O
0	0	I-NP	O	I-fun	O
popular	JJ	I-NP	O	I-fun	O
night	NN	I-NP	B-IH	I-fun	O
clubs	NNS	I-NP	I-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
the	DT	B-NP	O	I-fun	O
Melbourne	NNP	I-NP	B-IM_LocCity	I-fun	O
?	.	O	O	I-fun	O

find	VB	B-VP	O	B-cinema	O
me	PRP	B-NP	O	I-cinema	O
a	DT	B-NP	O	I-cinema	O
multiplex	JJ	I-NP	B-IM_type	I-cinema	O
cinema	NN	I-NP	B-IH	I-cinema	B-FOCUS
and	CC	O	O	B-food	O
a	DT	B-NP	O	I-food	O
good	JJ	I-NP	O	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Nashville	NNP	B-NP	B-IM_LocCity	I-food	O
0	0	O	O	I-food	O
TN	NNP	B-NP	B-IM_LocCountry	I-food	O

what	WP	B-NP	O	B-food	O
are	VBP	B-VP	O	I-food	O
the	DT	B-NP	O	I-food	O
best	JJS	I-NP	O	I-food	O
cafes	NNS	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Sydney	NNP	B-NP	B-IM_LocCity	I-food	O
?	.	O	O	I-food	O

What	WP	B-NP	O	B-food	O
's	POS	O	O	I-food	O
the	DT	B-NP	O	I-food	O
best	JJS	I-NP	O	I-food	O
vietnamese	JJ	I-NP	B-IM_type	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
chicago	NN	B-NP	B-IM_LocCity	I-food	O
?	.	O	O	I-food	O

Where	WRB	B-ADVP	O	B-cinema	O
can	MD	O	O	I-cinema	O
I	PRP	B-NP	O	I-cinema	O
watch	VB	B-VP	O	I-cinema	O
Inception	NNP	B-NP	B-IM_MovTitle	I-cinema	O
in	IN	B-PP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
UK	NNP	I-NP	B-IM_LocCountry	I-cinema	O
?	.	O	O	I-cinema	O

Where	WRB	B-ADVP	O	B-cinema	O
to	TO	B-VP	O	I-cinema	O
watch	VB	I-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
We	PRP	B-NP	B-IM_MovTitle	I-cinema	O
Need	VBP	B-VP	I-IM_MovTitle	I-cinema	O
To	TO	I-VP	I-IM_MovTitle	I-cinema	O
Talk	VB	I-VP	I-IM_MovTitle	I-cinema	O
About	IN	B-PP	I-IM_MovTitle	I-cinema	O
Kevin	NNP	B-NP	I-IM_MovTitle	I-cinema	O
?	.	O	O	I-cinema	O

Where	WRB	B-NP	O	B-cinema	O
is	VBZ	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
best	JJS	I-NP	O	I-cinema	O
place	NN	I-NP	B-IH	I-cinema	B-FOCUS
to	TO	B-VP	O	I-cinema	O
watch	VB	I-VP	O	I-cinema	O
Tinker	NNP	B-NP	B-IM_MovTitle	I-cinema	O
Tailor	NNP	I-NP	I-IM_MovTitle	I-cinema	O
Soldier	NNP	I-NP	I-IM_MovTitle	I-cinema	O
Spy	NNP	I-NP	I-IM_MovTitle	I-cinema	O
in	IN	B-PP	O	I-cinema	O
Florence	NNP	B-NP	B-IM_LocCity	I-cinema	O
?	.	O	O	I-cinema	O

Is	VBZ	O	O	B-fun	O
there	EX	B-NP	O	I-fun	O
any	DT	B-NP	O	I-fun	O
good	JJ	I-NP	O	I-fun	O
Club	NNP	I-NP	B-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
Yorktown	NNP	B-NP	B-IM_LocCity	I-fun	O
0	0	O	O	I-fun	O
Va	NNP	B-NP	B-IM_LocCountry	I-fun	O
?	.	O	O	I-fun	O

Where	WRB	B-NP	O	B-fun	O
is	VBZ	B-VP	O	I-fun	O
the	DT	B-NP	O	I-fun	O
best	JJS	I-NP	O	I-fun	O
bar	NN	I-NP	B-IH	I-fun	B-FOCUS
to	TO	B-VP	O	I-fun	O
go	VB	I-VP	O	I-fun	O
to	TO	B-PP	O	I-fun	O
near	IN	B-NP	O	I-fun	O
Sauble	NNP	B-NP	B-IM_LocRegion	I-fun	O
Beach	NNP	I-NP	I-IM_LocRegion	I-fun	O
0	0	O	O	I-fun	O
ON	IN	B-ADVP	B-IM_LocCountry	I-fun	O
?	.	O	O	I-fun	O

What	WP	B-NP	O	B-poi	O
are	VBP	B-VP	O	I-poi	O
the	DT	B-NP	O	I-poi	O
places	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
jaipur	NN	B-NP	B-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

What	WP	B-NP	O	B-fun	O
is	VBZ	B-VP	O	I-fun	O
the	DT	B-NP	O	I-fun	O
BEST	NN	I-NP	O	I-fun	O
CLUB	NN	I-NP	B-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
Bucharest	NNP	B-NP	B-IM_LocCity	I-fun	O
0	0	O	O	I-fun	O
Romania	NNP	B-NP	B-IM_LocCountry	I-fun	O
?	.	O	O	I-fun	O

Where	WRB	B-ADVP	O	B-fun	O
are	VBP	B-VP	O	I-fun	O
good	JJ	B-NP	O	I-fun	O
club	NN	I-NP	B-IH	I-fun	O
spots	NNS	I-NP	I-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
jacksonville	NN	B-NP	B-IM_LocCity	I-fun	O
Florida	NNP	I-NP	B-IM_LocCountry	I-fun	O
?	.	O	O	I-fun	O

I	PRP	B-NP	O	B-fun	O
am	VBP	B-VP	O	I-fun	O
Traveling	VBG	I-VP	O	I-fun	O
to	TO	B-PP	O	I-fun	O
sydney	NN	B-NP	B-IM_LocCity	I-fun	O
0	0	O	O	I-fun	O
Australia	NNP	B-NP	B-IM_LocCountry	I-fun	O
0	0	O	O	I-fun	O
and	CC	O	O	I-fun	O
want	VBP	B-VP	O	I-fun	O
to	TO	I-VP	O	I-fun	O
know	VB	I-VP	O	I-fun	O
where	WRB	B-ADVP	O	I-fun	O
the	DT	B-NP	O	I-fun	O
best	JJS	I-NP	O	I-fun	O
bars	NNS	I-NP	B-IH	I-fun	B-FOCUS
are	VBP	I-PP	O	I-fun	O

What	WP	B-NP	O	B-poi	O
is	VBZ	B-VP	O	I-poi	O
the	DT	B-NP	O	I-poi	O
most	RBS	I-NP	O	I-poi	O
interesting	JJ	I-NP	O	I-poi	O
place	NN	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
South	NNP	B-NP	B-IM_LocCountry	I-poi	O
Korea	NNP	I-NP	I-IM_LocCountry	I-poi	O
?	.	O	O	I-poi	O

What	WP	B-NP	O	B-fun	O
are	VBP	B-VP	O	I-fun	O
the	DT	B-NP	O	I-fun	O
most	RBS	I-NP	O	I-fun	O
exclusive	JJ	I-NP	O	I-fun	O
nightclubs	NNS	I-NP	B-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
Hawaii	NNP	B-NP	B-IM_LocCountry	I-fun	O
?	.	O	O	I-fun	O

Where	WRB	B-ADVP	O	B-fun	O
are	VBP	B-VP	O	I-fun	O
the	DT	B-NP	O	I-fun	O
best	JJS	I-NP	O	I-fun	O
dance	NN	I-NP	B-IH	I-fun	O
clubs	NNS	I-NP	I-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
Boston	NNP	B-NP	B-IM_LocCity	I-fun	O
?	.	O	O	I-fun	O

What	WP	B-NP	O	B-fun	O
and	CC	O	O	I-fun	O
Where	WRB	B-ADVP	O	I-fun	O
are	VBP	B-VP	O	I-fun	O
fun	JJ	B-NP	O	I-fun	O
night	NN	I-NP	B-IH	I-fun	O
clubs	NNS	I-NP	I-IH	I-fun	B-FOCUS
and	CC	O	O	B-hotel	O
decently	RB	B-VP	O	I-hotel	O
prices	NNS	B-NP	O	I-hotel	O
hotels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
Tempe	NNP	I-NP	B-IM_LocCity	I-hotel	O
AZ	NNP	I-NP	B-IM_LocCountry	I-hotel	O
area	NN	I-NP	O	I-hotel	O
?	.	O	O	I-hotel	O

where	WRB	B-ADVP	O	B-fun	O
are	VBP	B-VP	O	I-fun	O
the	DT	B-NP	O	I-fun	O
dance	NN	I-NP	B-IH	I-fun	O
clubs	NNS	I-NP	I-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
Wilmington	NNP	B-NP	B-IM_LocCity	I-fun	O
0	0	O	O	I-fun	O
NC	NNP	B-NP	B-IM_LocCountry	I-fun	O
?	.	O	O	I-fun	O

Good	JJ	B-NP	O	B-food	O
steakhouse	NN	I-NP	B-IH	I-food	O
restaurant	NN	I-NP	I-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Chicago	NNP	B-NP	B-IM_LocCity	I-food	O
area	NN	I-NP	O	I-food	O
?	.	O	O	I-food	O

Is	VBZ	O	O	B-cinema	O
there	EX	B-NP	O	I-cinema	O
a	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
theater	NN	I-NP	I-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
Moscow	NNP	B-NP	B-IM_LocCity	I-cinema	O
where	WRB	B-ADVP	O	I-cinema	O
I	PRP	B-NP	O	I-cinema	O
'll	MD	B-VP	O	I-cinema	O
be	VB	I-VP	O	I-cinema	O
able	JJ	B-ADJP	O	I-cinema	O
to	TO	B-VP	O	I-cinema	O
see	VB	I-VP	O	I-cinema	O
``	.	O	O	I-cinema	O
Mission	NNP	B-NP	B-IM_MovTitle	I-cinema	O
Impossible	JJ	I-NP	I-IM_MovTitle	I-cinema	O
4	CD	I-NP	I-IM_MovTitle	I-cinema	O
Ghost	NN	I-NP	I-IM_MovTitle	I-cinema	O
Protocol	NNP	I-NP	I-IM_MovTitle	I-cinema	O
''	.	O	O	I-cinema	O
?	.	O	O	I-cinema	O

tell	VB	B-VP	O	B-poi	O
me	PRP	B-NP	O	I-poi	O
the	DT	B-NP	O	I-poi	O
good	JJ	I-NP	O	I-poi	O
places	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
madurai	NN	B-NP	B-IM_LocCity	I-poi	O
and	CC	O	O	B-hotel	O
the	DT	B-NP	O	I-hotel	O
closest	JJS	I-NP	O	I-hotel	O
place	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-SBAR	I-IH	I-hotel	O
sleep.	POS	I-VP	I-IH	I-hotel	O

Where	WRB	B-ADVP	O	B-cinema	O
can	MD	O	O	I-cinema	O
I	PRP	B-NP	O	I-cinema	O
find	VB	B-VP	O	I-cinema	O
a	DT	B-NP	O	I-cinema	O
very	RB	I-NP	O	I-cinema	O
inexpensive	JJ	I-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
theater	NN	I-NP	I-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
Los	NNP	I-NP	B-IM_LocCity	I-cinema	O
Angeles	NNP	I-NP	I-IM_LocCity	I-cinema	O
area	NN	I-NP	O	I-cinema	O
?	.	O	O	I-cinema	O

Is	VBZ	O	O	B-cinema	O
there	EX	B-NP	O	I-cinema	O
a	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
theatre	NN	I-NP	I-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
Orange	NNP	B-NP	B-IM_LocRegion	I-cinema	O
County	NNP	I-NP	I-IM_LocRegion	I-cinema	O
where	WRB	B-ADVP	O	I-cinema	O
I	PRP	B-NP	O	I-cinema	O
can	MD	B-VP	O	I-cinema	O
see	VB	I-VP	O	I-cinema	O
Twilight	RB	B-ADVP	B-IM_MovTitle	I-cinema	O
?	.	O	O	I-cinema	O

Where	WRB	B-ADVP	O	B-cinema	O
can	MD	B-VP	O	I-cinema	O
I	PRP	B-NP	O	I-cinema	O
watch	VB	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
Drive	NNP	I-NP	B-IM_MovTitle	I-cinema	O
in	IN	B-PP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
boston	NN	I-NP	B-IM_LocCity	I-cinema	O
area	NN	I-NP	O	I-cinema	O
?	.	O	O	I-cinema	O

where	WRB	B-ADVP	O	B-cinema	O
is	VBZ	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
breaking	NN	I-NP	B-IM_MovTitle	I-cinema	O
dawn	NN	I-NP	I-IM_MovTitle	I-cinema	O
playing	VBG	B-VP	O	I-cinema	O
in	IN	B-PP	O	I-cinema	O
minnesota	NN	B-NP	B-IM_LocCountry	I-cinema	O
?	.	O	O	I-cinema	O

Top	JJ	B-NP	O	B-poi	O
places	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
Rome	NNP	B-NP	B-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

Where	WRB	B-ADVP	O	B-cinema	O
can	MD	O	O	I-cinema	O
I	PRP	B-NP	O	I-cinema	O
see	VB	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
Twilight	RB	I-NP	B-IM_MovTitle	I-cinema	O
:	:	I-NP	I-IM_MovTitle	I-cinema	O
Breaking	VBG	I-NP	I-IM_MovTitle	I-cinema	O
Dawn	NNP	I-NP	I-IM_MovTitle	I-cinema	O
Part	NNP	I-NP	I-IM_MovTitle	I-cinema	O
1	CD	I-NP	I-IM_MovTitle	I-cinema	O
in	IN	B-PP	O	I-cinema	O
Illinois	NNP	B-NP	B-IM_LocCountry	I-cinema	O
/	NNP	I-NP	O	I-cinema	O
Indiana	NNP	I-NP	B-IM_LocCountry	I-cinema	O
?	.	O	O	I-cinema	O

where	WRB	B-ADVP	O	B-cinema	O
does	VBZ	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
``	O	O	O	I-cinema	O
Twilight	RB	B-ADJP	B-IM_MovTitle	I-cinema	O
:	:	O	I-IM_MovTitle	I-cinema	O
Breaking	VBG	B-VP	I-IM_MovTitle	I-cinema	O
Dawn	NNP	B-NP	I-IM_MovTitle	I-cinema	O
``	O	O	O	I-cinema	O
show	VB	B-VP	O	I-cinema	O
in	IN	B-PP	O	I-cinema	O
ohio	NN	B-NP	B-IM_LocCountry	I-cinema	O
?	.	O	O	I-cinema	O

What	WP	B-NP	O	B-cinema	O
are	VBP	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
best	JJS	I-NP	O	I-cinema	O
places	NNS	I-NP	B-IH	I-cinema	B-FOCUS
to	TO	B-VP	I-IH	I-cinema	O
see	VB	I-VP	I-IH	I-cinema	O
in	IN	B-PP	O	I-cinema	O
UK	NN	B-NP	B-IM_LocCountry	I-cinema	O
in	IN	B-PP	O	I-cinema	O
winter	NN	B-NP	B-IM_date	I-cinema	O
0	0	O	O	I-cinema	O
besides	IN	B-PP	O	I-cinema	O
London	NNP	B-NP	B-IM_LocCity	I-cinema	O
and	CC	I-NP	O	I-cinema	O
Edinburgh	NNP	I-NP	B-IM_LocCity	I-cinema	O
?	.	O	O	I-cinema	O

What	WP	B-NP	O	B-poi	O
are	VBP	B-VP	O	I-poi	O
the	DT	B-NP	O	I-poi	O
must	MD	B-VP	B-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
places	NNS	B-NP	I-IH	I-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
Virginia	NNP	B-NP	B-IM_LocCountry	I-poi	O
?	.	O	O	I-poi	O

Best	JJS	B-NP	O	B-poi	O
places	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
between	IN	B-PP	O	I-poi	O
Texas	NNP	B-NP	B-IM_LocCountry	I-poi	O
and	CC	I-NP	O	I-poi	O
Colombia	NNP	I-NP	B-IM_LocCountry	I-poi	O
?	.	O	O	I-poi	O

What	WP	B-NP	O	B-event	O
are	VBP	B-VP	O	I-event	O
good	JJ	B-NP	O	I-event	O
things	NNS	I-NP	B-IH	I-event	B-FOCUS
to	TO	B-VP	I-IH	I-event	O
do	VB	I-VP	I-IH	I-event	O
in	IN	B-PP	O	I-event	O
Melbourne	NNP	B-NP	B-IM_LocCity	I-event	O
in	IN	B-PP	O	I-event	O
march	NN	B-NP	B-IM_date	I-event	O
?	.	O	O	I-event	O

what	WP	B-NP	O	B-event	O
are	VBP	B-VP	O	I-event	O
some	DT	B-NP	O	I-event	O
holiday	NN	I-NP	B-IH	I-event	O
attractions	NNS	I-NP	I-IH	I-event	B-FOCUS
that	WDT	B-NP	O	I-event	O
are	VBP	B-VP	O	I-event	O
worth	JJ	B-ADJP	O	I-event	O
seeing	VBG	B-VP	O	I-event	O
next	JJ	B-NP	B-IM_date	I-event	O
week	NN	I-NP	I-IM_date	I-event	O
in	IN	B-PP	O	I-event	O
Denver	NNP	B-NP	B-IM_LocCity	I-event	O
0	0	O	O	I-event	O
CO	NNP	B-NP	B-IM_LocCountry	I-event	O
?	.	O	O	I-event	O

Which	WDT	B-NP	O	B-poi	O
are	VBP	B-VP	O	I-poi	O
the	DT	B-NP	O	I-poi	O
best	JJS	I-NP	O	I-poi	O
places	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
Pune	NNP	B-NP	B-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

Places	NNS	B-NP	B-IH	B-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
on	IN	B-PP	O	I-poi	O
a	DT	B-NP	O	I-poi	O
trip	NN	I-NP	O	I-poi	O
from	IN	B-PP	O	I-poi	O
NC	NNP	B-NP	B-IM_LocCountry	I-poi	O
to	TO	B-PP	O	I-poi	O
NH	NNP	B-NP	B-IM_LocCountry	I-poi	O
?	.	O	O	I-poi	O

MUST	RB	B-ADVP	B-IH	B-poi	O
GO	NNP	B-NP	I-IH	I-poi	O
PLACES	NNP	I-NP	I-IH	I-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
Chicago	NNP	B-NP	B-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

what	WP	B-NP	O	B-poi	O
is	VBZ	B-VP	O	I-poi	O
good	JJ	B-NP	O	I-poi	O
natural	JJ	I-NP	O	I-poi	O
place	NN	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
bataan	NN	B-NP	B-IM_LocCity	I-poi	O
(	-LRB-	I-NP	O	I-poi	O
Philippine	NNP	I-NP	B-IM_LocCountry	I-poi	O
)	-RRB-	I-NP	O	I-poi	O
?	.	O	O	I-poi	O

what	WP	B-NP	O	B-poi	O
are	VBP	B-VP	O	I-poi	O
some	DT	B-NP	O	I-poi	O
of	IN	B-PP	O	I-poi	O
the	DT	B-NP	O	I-poi	O
top	NN	I-NP	O	I-poi	O
must	MD	B-VP	B-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
places	NNS	B-NP	I-IH	I-poi	B-FOCUS
to	TO	B-VP	O	I-poi	O
visit	VB	I-VP	O	I-poi	O
in	IN	B-PP	O	I-poi	O
New	NNP	B-NP	B-IM_LocCity	I-poi	O
York	NNP	I-NP	I-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

Things	NNS	B-NP	B-IH	B-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
Yorkshire	NNP	B-NP	B-IM_LocRegion	I-poi	O
over	IN	B-PP	B-IM_date	I-poi	O
the	DT	B-NP	I-IM_date	I-poi	O
weekend	NN	I-NP	I-IM_date	I-poi	O
?	.	O	O	I-poi	O

Best	JJS	B-NP	O	B-poi	O
places	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
and	CC	O	O	B-event	O
best	JJS	B-VP	O	I-event	O
things	NNS	B-NP	B-IH	I-event	B-FOCUS
to	TO	B-VP	I-IH	I-event	O
do	VB	I-VP	I-IH	I-event	O
in	IN	B-PP	O	I-event	O
Bali	NNP	B-NP	B-IM_LocCity	I-event	O
this	DT	B-NP	B-IM_date	I-event	O
week	NN	I-NP	I-IM_date	I-event	O

what	WP	B-NP	O	B-cinema	O
are	VBP	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
most	RBS	I-NP	O	I-cinema	O
beautiful	JJ	I-NP	O	I-cinema	O
multiplex	JJ	I-NP	B-IM_type	I-cinema	O
cinemas	NNS	I-NP	B-IH	I-cinema	B-FOCUS
next	JJ	B-ADVP	O	I-cinema	O
to	TO	B-PP	O	I-cinema	O
4-star	JJ	B-NP	B-IM_rating	I-cinema	O
hotels	NNS	I-NP	B-IH	I-cinema	O
in	IN	B-PP	O	I-cinema	O
Washington	NNP	B-NP	B-IM_LocCity	I-cinema	O
?	.	O	O	I-cinema	O

cinemas	NNS	B-NP	B-IH	B-cinema	B-FOCUS
showing	VBG	B-VP	O	I-cinema	O
western	JJ	B-NP	B-IM_MovGenre	I-cinema	O
movies	NNS	I-NP	B-IH	I-cinema	O
with	IN	B-PP	O	I-cinema	O
Harrison	NNP	B-NP	B-IM_PerActor	I-cinema	O
Ford	NNP	I-NP	I-IM_PerActor	I-cinema	O
in	IN	B-PP	O	I-cinema	O
New	NNP	B-NP	B-IM_LocRegion	I-cinema	O
England	NNP	I-NP	I-IM_LocRegion	I-cinema	O

what	WP	B-NP	O	B-cinema	O
are	VBP	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
best	JJS	I-NP	O	I-cinema	O
cinemas	NNS	I-NP	B-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
new	JJ	B-NP	B-IM_LocRegion	I-cinema	O
hampshire	NN	I-NP	I-IM_LocRegion	I-cinema	O
and	CC	O	O	B-movie	O
what	WP	B-NP	O	I-movie	O
are	VBP	B-VP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
thriller	NN	I-NP	B-IM_MovGenre	I-movie	O
movies	NNS	I-NP	B-IH	I-movie	B-FOCUS
shown	VBN	B-VP	O	I-movie	O
this	DT	B-NP	B-IM_date	I-movie	O
friday	NN	I-NP	I-IM_date	I-movie	O

give	VB	B-VP	O	B-hotel	O
me	PRP	B-NP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
best	JJS	I-NP	O	I-hotel	O
hotels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
manitoba	NN	B-NP	B-IM_LocRegion	I-hotel	O
and	CC	O	O	B-cinema	O
the	DT	B-NP	O	I-cinema	O
most	RBS	I-NP	O	I-cinema	O
beautiful	JJ	I-NP	O	I-cinema	O
cinemas	NNS	I-NP	B-IH	I-cinema	B-FOCUS
close	RB	B-ADVP	O	I-cinema	O
to	TO	O	O	I-cinema	O

movies	NNS	B-NP	B-IH	B-movie	B-FOCUS
with	IN	B-PP	O	I-movie	O
sean	NN	B-NP	B-IM_PerActor	I-movie	O
connery	NN	I-NP	I-IM_PerActor	I-movie	O
shown	VBN	B-VP	O	I-movie	O
in	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinemas	NNS	I-NP	B-IH	I-movie	O
of	IN	B-PP	O	I-movie	O
dublin	NN	B-NP	B-IM_LocCity	I-movie	O
today	NN	I-NP	B-IM_date	I-movie	O

find	VB	B-VP	O	B-event	O
the	DT	B-NP	O	I-event	O
conferences	NNS	I-NP	B-IH	I-event	B-FOCUS
of	IN	B-PP	O	I-event	O
this	DT	B-NP	B-IM_date	I-event	O
month	NN	I-NP	I-IM_date	I-event	O
in	IN	B-PP	O	I-event	O
brooklyn	NN	B-NP	B-IM_LocCity	I-event	O

best	JJS	B-NP	O	B-movie	O
action	NN	I-NP	B-IM_MovGenre	I-movie	O
movie	NN	I-NP	B-IH	I-movie	B-FOCUS
of	IN	B-PP	O	I-movie	O
2009	CD	B-NP	B-IM_date	I-movie	O
with	IN	B-PP	O	I-movie	O
willis	DT	B-NP	B-IM_PerActor	I-movie	O
bruce	NN	I-NP	I-IM_PerActor	I-movie	O
and	CC	I-NP	O	B-cinema	O
biggest	JJS	I-NP	O	I-cinema	O
cinema	NN	I-NP	B-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
salt	NN	B-NP	B-IM_LocCity	I-cinema	O
lake	NN	I-NP	I-IM_LocCity	I-cinema	O
city	NN	I-NP	I-IM_LocCity	I-cinema	O

where	WRB	B-ADVP	O	B-hotel	O
is	VBZ	B-VP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
quiet	JJ	I-NP	O	I-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Venice	NNP	B-NP	B-IM_LocCity	I-hotel	O
